,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Situação
4728,57996,24,5000,4,1.0,8.0,0
4729,57996,24,5000,4,4.0,13.24,0
4730,58000,24,5000,5,5.0,7.49,0
4731,58000,22,5000,1,4.0,13.85,0
4732,45000,23,7200,5,1.0,11.86,0
4733,45000,21,4500,5,3.0,7.14,0
4734,45000,25,5000,5,4.0,7.88,0
4735,58000,23,5000,1,4.0,13.16,0
4736,45000,24,6000,6,0.0,7.88,0
4737,45000,21,5000,3,4.0,7.14,0
4738,58296,25,5000,2,9.0,6.17,0
4739,58380,22,5000,6,2.0,12.29,0
4740,45000,26,4000,3,3.0,14.35,0
4741,58800,24,5000,4,5.0,7.29,0
4742,58800,25,5000,3,4.0,14.84,0
4743,52880,22,5000,5,6.0,14.59,1
4744,45000,21,18000,3,5.0,7.88,0
4745,58979,26,5000,2,2.0,9.32,0
4746,53000,26,5000,2,4.0,15.95,1
4747,59317,22,5000,6,5.0,11.48,0
4748,59800,21,5000,1,5.0,11.36,0
4749,45000,22,15000,3,3.0,11.36,0
4750,45000,23,5000,6,7.0,6.76,0
4751,45000,26,1500,1,10.0,6.76,0
4752,60000,23,5000,3,7.0,13.49,0
4753,54000,22,5000,2,6.0,17.27,1
4754,45000,21,8000,2,5.0,7.51,0
4755,60000,23,5000,6,5.0,16.49,0
4756,60000,24,5000,5,2.0,13.99,0
4757,45000,24,4200,4,8.0,7.14,0
4758,60000,23,5000,2,6.0,6.99,0
4759,60000,21,5000,5,2.0,8.49,0
4760,60000,26,5000,6,10.0,10.99,0
4761,45000,21,10000,1,5.0,7.51,0
4762,60000,23,5000,6,2.0,6.91,0
4763,60000,25,5000,4,8.0,15.57,0
4764,45000,22,3300,3,1.0,10.99,0
4765,54000,22,5000,2,1.0,6.54,1
4766,60000,26,5000,1,0.0,7.14,0
4767,60000,23,5000,1,4.0,13.98,0
4768,39000,24,16000,4,2.0,14.22,1
4769,45000,23,14500,3,4.0,13.48,0
4770,60000,22,5000,1,3.0,14.22,0
4771,45000,25,10400,6,5.0,10.25,0
4772,54000,22,5000,3,4.0,16.35,1
4773,54000,23,5000,3,7.0,12.84,1
4774,45000,22,5000,1,4.0,13.48,0
4775,61000,22,5000,5,3.0,9.99,0
4776,45000,24,13000,4,2.0,10.62,0
4777,45000,24,1275,3,3.0,11.36,0
4778,61000,22,5000,6,2.0,7.66,0
4779,62000,25,5000,3,0.0,7.49,0
4780,62400,22,5000,6,2.0,12.69,0
4781,62400,25,5000,6,5.0,7.51,0
4782,63000,25,5000,4,9.0,10.74,0
4783,63000,23,5000,3,7.0,13.23,0
4784,63000,22,5000,2,2.0,7.74,0
4785,45000,23,14500,3,5.0,11.48,0
4786,63000,24,5000,3,2.0,9.32,0
4787,63800,23,5000,3,7.0,9.99,0
4788,64000,25,5000,3,9.0,15.33,0
4789,45000,25,6000,3,3.0,11.83,0
4790,64151,24,5000,6,0.0,11.86,0
4791,64424,21,5000,1,3.0,6.03,0
4792,45000,26,4000,4,0.0,13.92,0
4793,64600,24,5000,2,2.0,7.9,0
4794,45000,25,10000,1,1.0,12.87,0
4795,45000,23,3000,1,2.0,7.05,0
4796,65000,26,5000,1,0.0,5.99,0
4797,65000,22,5000,3,3.0,11.49,0
4798,59000,25,5000,5,0.0,15.62,1
4799,45000,22,4000,3,3.0,11.83,0
4800,45000,25,4000,2,3.0,8.59,0
4801,45000,22,7000,6,6.0,8.94,0
4802,39000,23,16000,6,7.0,14.26,1
4803,45000,25,5950,5,0.0,7.74,0
4804,65000,23,5000,6,2.0,5.42,0
4805,45000,22,14550,3,1.0,11.83,0
4806,65000,23,5000,5,3.0,13.98,0
4807,45000,22,8000,3,1.0,12.53,0
4808,59000,21,5000,5,4.0,14.22,1
4809,45000,25,3200,2,9.0,7.74,0
4810,45000,26,1500,2,1.0,7.05,0
4811,45000,23,9925,3,4.0,11.48,0
4812,65000,24,5000,4,1.0,10.25,0
4813,65000,23,5000,3,3.0,13.47,0
4814,59004,22,5000,3,3.0,11.11,1
4815,45000,23,8000,6,0.0,12.84,0
4816,39000,23,8000,5,0.0,14.11,1
4817,45000,23,10000,5,1.0,12.21,0
4818,45000,23,7000,5,3.0,9.63,0
4819,45000,22,5000,3,6.0,8.0,0
4820,66000,23,5000,6,7.0,10.39,0
4821,45000,24,9200,3,2.0,11.89,0
4822,39000,24,12000,3,1.0,14.11,1
4823,67500,22,5000,2,2.0,7.74,0
4824,67500,26,5000,5,1.0,12.18,0
4825,45000,25,17000,6,0.0,11.89,0
4826,67596,23,5000,1,2.0,11.86,0
4827,45000,23,16750,3,3.0,12.53,0
4828,45000,26,7750,5,0.0,12.53,0
4829,68000,22,5000,1,7.0,9.99,0
4830,68648,24,5000,6,1.0,10.99,0
4831,63900,23,5000,2,7.0,15.99,1
4832,69996,24,5000,2,7.0,10.38,0
4833,70000,25,5000,3,0.0,11.71,0
4834,54400,23,5000,5,2.0,16.49,1
4835,70000,26,5000,3,3.0,17.39,0
4836,70500,22,5000,6,1.0,11.14,0
4837,55488,23,5000,5,4.0,15.21,1
4838,71400,22,5000,6,3.0,12.99,0
4839,39000,22,5000,6,1.0,18.21,1
4840,72000,26,5000,6,0.0,7.49,0
4841,45000,22,7375,3,1.0,9.32,0
4842,72000,22,5000,5,1.0,11.49,0
4843,39000,26,5000,2,4.0,13.67,1
4844,45000,23,8000,3,1.0,10.51,0
4845,56950,25,5000,5,9.0,13.92,1
4846,73000,24,5000,2,1.0,9.01,0
4847,73500,24,5000,4,3.0,12.99,0
4848,74500,26,5000,6,8.0,11.36,0
4849,45000,24,7500,5,8.0,8.32,0
4850,45000,25,7500,3,7.0,8.0,0
4851,69000,23,5000,1,4.0,7.49,1
4852,75000,23,5000,3,7.0,7.49,0
4853,75000,22,5000,6,5.0,11.49,0
4854,75000,22,5000,6,2.0,10.99,0
4855,39000,22,25000,3,0.0,16.08,1
4856,45000,23,21000,6,0.0,9.76,0
4857,75000,22,5000,2,2.0,5.79,0
4858,45000,25,9000,4,1.0,11.03,0
4859,45000,25,7500,6,0.0,10.39,0
4860,75000,24,5000,1,8.0,11.78,0
4861,45000,25,6500,3,0.0,10.28,0
4862,76000,25,5000,2,1.0,7.9,0
4863,76000,25,5000,2,0.0,8.9,0
4864,76344,25,5000,4,2.0,9.63,0
4865,76500,25,5000,2,4.0,12.53,0
4866,78000,25,5000,2,3.0,7.66,0
4867,45192,21,11700,1,0.0,10.74,0
4868,78300,24,5000,4,0.0,7.74,0
4869,39200,26,4000,5,2.0,15.05,1
4870,80000,23,5000,6,5.0,12.42,0
4871,45204,23,4750,3,0.0,12.21,0
4872,74000,24,5000,3,6.0,15.27,1
4873,74000,22,5000,2,3.0,13.49,1
4874,45288,23,20500,2,7.0,9.25,0
4875,80000,23,5000,1,6.0,5.42,0
4876,45300,23,5550,3,3.0,15.37,0
4877,62900,23,5000,5,7.0,14.84,1
4878,39325,23,2800,3,3.0,12.87,1
4879,45336,24,10000,5,8.0,5.99,0
4880,81000,24,5000,5,6.0,5.42,0
4881,45378,23,6000,1,7.0,5.79,0
4882,45432,21,5000,3,4.0,9.88,0
4883,83100,24,5000,4,5.0,16.35,0
4884,84996,22,5000,6,6.0,12.23,0
4885,73000,26,5000,3,0.0,15.31,1
4886,45500,23,14000,3,5.0,14.72,0
4887,39500,26,15250,5,6.0,15.05,1
4888,85000,23,5000,3,2.0,11.58,0
4889,45600,21,6000,5,5.0,6.03,0
4890,45600,23,14000,3,7.0,7.9,0
4891,85272,23,5000,6,7.0,11.11,0
4892,45600,23,12000,6,3.0,14.65,0
4893,45600,26,10000,3,9.0,15.27,0
4894,88000,23,5000,6,1.0,10.99,0
4895,45600,23,10000,6,7.0,16.11,0
4896,45600,25,13000,5,7.0,12.99,0
4897,76000,25,5000,2,2.0,17.19,1
4898,90000,26,5000,1,4.0,16.77,0
4899,78000,23,5000,4,0.0,6.62,1
4900,90000,23,5000,5,7.0,15.96,0
4901,90000,24,5000,2,0.0,10.59,0
4902,90000,24,5000,6,5.0,9.99,0
4903,45600,24,7200,2,0.0,6.91,0
4904,45600,25,15000,4,6.0,5.79,0
4905,39600,21,6400,5,5.0,6.91,1
4906,90000,22,5000,3,4.0,14.96,0
4907,45600,22,2000,6,5.0,10.36,0
4908,45600,23,1000,5,7.0,9.62,0
4909,80000,25,5000,2,8.0,14.96,1
4910,94000,20,5000,3,4.0,16.02,0
4911,45600,22,9500,6,5.0,10.38,0
4912,95004,23,5000,3,2.0,9.63,0
4913,45600,22,1800,5,6.0,13.48,0
4914,97500,26,5000,6,10.0,18.39,0
4915,45600,22,1600,6,3.0,7.88,0
4916,86004,23,5000,1,0.0,14.84,1
4917,39600,22,4650,2,6.0,10.28,1
4918,45608,26,11000,4,8.0,6.62,0
4919,45673,22,7000,3,6.0,7.88,0
4920,45691,22,7000,6,5.0,7.14,0
4921,100000,23,5000,3,5.0,6.03,0
4922,100000,23,5000,1,5.0,8.49,0
4923,45843,23,11000,6,2.0,11.71,0
4924,39868,22,2400,2,2.0,16.02,1
4925,102240,22,5000,1,6.0,19.03,0
4926,39896,25,9250,5,0.0,9.63,1
4927,45900,22,6400,2,1.0,8.59,0
4928,103992,26,5000,6,10.0,7.88,0
4929,45900,26,11500,1,10.0,13.79,0
4930,106000,23,5000,3,7.0,7.88,0
4931,45992,23,10000,6,7.0,5.42,0
4932,108000,24,5000,3,8.0,12.69,0
4933,45996,21,10000,6,5.0,5.79,0
4934,108000,23,5000,3,7.0,7.66,0
4935,110000,25,5000,6,2.0,9.99,0
4936,111460,22,5000,2,3.0,11.71,0
4937,112000,25,5000,2,7.0,10.25,0
4938,45996,25,25000,1,9.0,12.18,0
4939,115000,24,5000,4,1.0,8.9,0
4940,116300,24,5000,4,6.0,14.96,0
4941,45996,23,10000,3,7.0,13.16,0
4942,120000,26,5000,4,3.0,7.68,0
4943,120000,25,5000,1,6.0,13.79,0
4944,114000,22,5000,6,2.0,15.31,1
4945,135000,26,5000,5,10.0,11.36,0
4946,137481,24,5000,6,8.0,10.99,0
4947,46000,24,10075,2,2.0,12.42,0
4948,46000,23,5000,1,7.0,6.62,0
4949,150000,23,5000,6,3.0,10.65,0
4950,138000,23,5000,2,1.0,14.91,1
4951,117300,24,5000,5,4.0,13.23,1
4952,159996,25,5000,1,4.0,14.11,0
4953,46000,26,11000,4,3.0,12.69,0
4954,21600,25,5200,5,0.0,11.86,1
4955,24000,22,5200,2,0.0,13.49,0
4956,25000,25,5200,3,1.0,12.53,0
4957,46000,25,2125,3,4.0,12.99,0
4958,46000,23,3000,6,1.0,5.42,0
4959,26000,21,5200,5,5.0,12.53,0
4960,30000,23,5200,5,1.0,15.96,0
4961,46000,23,15000,1,6.0,6.99,0
4962,30000,25,5200,2,2.0,17.19,1
4963,32160,25,5200,2,9.0,14.65,0
4964,35000,23,5200,2,0.0,13.92,0
4965,36850,22,5200,3,3.0,12.42,0
4966,38000,25,5200,2,5.0,10.74,0
4967,38000,23,5200,5,1.0,7.88,0
4968,46000,22,6000,3,6.0,12.68,0
4969,24000,23,5250,3,3.0,7.66,1
4970,46000,24,2000,5,8.0,7.66,0
4971,46000,22,4000,1,6.0,10.37,0
4972,45000,23,5275,5,3.0,10.39,0
4973,57600,24,5275,1,3.0,13.49,0
4974,46000,23,10000,5,2.0,10.36,0
4975,23340,23,5300,3,8.0,7.9,0
4976,24996,22,5300,1,4.0,15.23,0
4977,46000,24,10000,3,5.0,9.99,0
4978,26400,25,5300,3,5.0,8.49,0
4979,28800,24,5300,5,0.0,15.27,0
4980,30000,25,5300,3,1.0,15.27,0
4981,30000,22,5300,3,2.0,17.99,1
4982,30000,24,5300,5,3.0,15.28,1
4983,46000,25,23500,3,5.0,10.25,0
4984,47000,21,5300,5,1.0,7.66,0
4985,50004,22,5300,1,5.0,14.42,0
4986,65000,22,5300,3,3.0,6.62,0
4987,40000,25,15000,4,5.0,11.36,1
4988,32000,21,5325,1,5.0,14.27,0
4989,46000,23,8000,3,6.0,11.48,0
4990,24000,24,5375,5,0.0,10.99,0
4991,26000,24,5375,5,1.0,13.47,0
4992,18000,24,5400,5,3.0,15.99,1
4993,18000,22,5400,2,2.0,15.23,1
4994,46000,22,6000,2,3.0,7.68,0
4995,24000,26,5400,3,3.0,11.49,0
4996,25300,26,5400,4,2.0,16.02,1
4997,46000,21,10000,6,5.0,14.74,0
4998,26400,23,5400,3,7.0,10.38,0
4999,30000,26,5400,1,3.0,10.0,0
5000,32000,22,5400,1,1.0,16.29,1
5001,35000,23,5400,1,7.0,10.59,0
5002,46113,23,9000,1,4.0,15.99,0
5003,46116,25,10000,2,9.0,11.03,0
5004,46144,25,1500,3,9.0,7.49,0
5005,35000,23,5400,5,5.0,12.84,0
5006,45000,22,5400,3,4.0,7.29,0
5007,54000,25,5400,3,9.0,7.88,0
5008,55000,23,5400,6,3.0,11.99,0
5009,46325,24,3600,5,6.0,7.68,0
5010,57500,22,5400,5,4.0,5.42,0
5011,46350,25,9750,6,0.0,10.0,0
5012,46394,23,15000,5,7.0,13.47,0
5013,60000,23,5400,5,4.0,7.49,0
5014,63000,23,5400,6,3.0,14.54,0
5015,46450,23,10000,3,6.0,5.42,0
5016,46464,26,15000,6,1.0,12.21,0
5017,58617,22,5400,5,6.0,15.21,1
5018,46500,22,13000,6,3.0,7.29,0
5019,69108,22,5400,1,2.0,15.95,1
5020,112000,24,5400,2,5.0,15.27,0
5021,22718,22,5425,3,3.0,11.99,0
5022,46500,22,4000,3,1.0,10.62,0
5023,40500,24,8500,2,8.0,10.99,1
5024,46500,21,1300,3,5.0,14.96,0
5025,83004,26,5450,3,7.0,7.9,0
5026,46500,24,16000,4,0.0,12.53,0
5027,46500,22,12000,3,1.0,12.21,0
5028,46551,23,15000,6,7.0,10.62,0
5029,12000,22,5500,3,5.0,10.36,1
5030,14400,21,5500,5,4.0,11.48,1
5031,15192,21,5500,1,4.0,13.11,1
5032,18000,25,5500,1,1.0,11.71,1
5033,19136,23,5500,3,4.0,17.93,1
5034,46776,23,15000,2,7.0,13.24,0
5035,40800,25,7000,4,5.0,19.03,1
5036,46800,26,12725,4,3.0,12.42,0
5037,46800,24,12000,2,6.0,6.99,0
5038,21600,23,5500,3,3.0,9.25,0
5039,46800,22,3600,5,4.0,7.14,0
5040,21700,21,5500,4,2.0,14.91,1
5041,22000,23,5500,3,1.0,13.04,0
5042,23000,24,5500,5,4.0,6.54,0
5043,23004,22,5500,1,3.0,5.79,0
5044,46800,22,11500,3,4.0,7.51,0
5045,24000,24,5500,1,5.0,14.27,0
5046,46800,24,6000,6,8.0,14.22,0
5047,24000,23,5500,1,0.0,13.99,0
5048,24000,23,5500,6,1.0,10.99,0
5049,46800,23,13000,1,4.0,8.59,0
5050,25000,23,5500,1,0.0,9.32,0
5051,25200,23,5500,3,1.0,7.9,0
5052,26400,22,5500,3,0.0,13.72,0
5053,46976,22,11000,1,5.0,14.26,0
5054,26784,22,5500,2,6.0,14.74,1
5055,27996,23,5500,5,3.0,12.53,0
5056,47000,24,9600,6,9.0,15.96,0
5057,28800,25,5500,2,0.0,9.76,0
5058,30000,22,5500,1,2.0,11.86,0
5059,30000,22,5500,1,1.0,12.53,0
5060,41000,22,7000,2,6.0,7.9,1
5061,30000,25,5500,3,2.0,8.0,0
5062,47000,24,12000,1,0.0,13.49,0
5063,47000,25,7000,1,9.0,7.51,0
5064,33000,24,5500,1,3.0,11.11,0
5065,47000,24,3000,1,8.0,12.69,0
5066,47000,26,6600,5,5.0,7.9,0
5067,47000,22,10600,1,7.0,15.96,0
5068,33000,23,5500,1,7.0,14.54,0
5069,47000,23,8000,5,7.0,10.65,0
5070,47000,25,4000,6,9.0,6.62,0
5071,47000,21,5400,5,2.0,8.9,0
5072,33900,24,5500,3,3.0,17.58,0
5073,33996,23,5500,3,1.0,13.47,0
5074,34000,26,5500,1,3.0,16.89,0
5075,34000,26,5500,6,1.0,13.11,0
5076,47000,26,12500,6,8.0,8.49,0
5077,47000,25,10400,3,5.0,11.49,0
5078,36000,26,5500,1,2.0,10.65,0
5079,36000,23,5500,3,5.0,17.14,0
5080,36500,21,5500,6,2.0,7.51,0
5081,37000,24,5500,1,3.0,9.2,0
5082,38400,24,5500,2,2.0,6.92,0
5083,47000,23,6000,6,1.0,5.99,0
5084,38500,22,5500,1,0.0,7.74,0
5085,47000,22,3000,5,6.0,5.42,0
5086,47000,24,15000,5,7.0,10.74,0
5087,47000,24,15000,5,5.0,7.66,0
5088,40440,23,5500,3,0.0,12.73,0
5089,47000,23,13850,2,7.0,12.68,0
5090,47000,26,3000,1,0.0,5.79,0
5091,37000,23,5500,2,5.0,15.31,1
5092,43000,23,5500,2,1.0,11.89,0
5093,37004,24,5500,6,2.0,15.05,1
5094,44400,22,5500,3,2.0,12.73,0
5095,47000,22,15000,5,3.0,7.66,0
5096,47000,24,6000,1,1.0,11.11,0
5097,47000,24,6000,4,4.0,7.66,0
5098,45000,22,5500,3,3.0,10.38,0
5099,48000,22,5500,3,3.0,11.49,0
5100,48000,25,5500,5,3.0,7.49,0
5101,48880,23,5500,3,2.0,10.99,0
5102,44000,21,5500,1,0.0,15.28,1
5103,50000,22,5500,2,6.0,7.14,0
5104,47000,23,7000,5,4.0,7.51,0
5105,47000,21,7000,1,5.0,7.14,0
5106,47000,23,7500,6,8.0,7.51,0
5107,54000,23,5500,6,3.0,8.94,0
5108,54000,24,5500,2,6.0,8.07,0
5109,55000,23,5500,1,0.0,11.71,0
5110,56000,22,5500,3,7.0,9.38,0
5111,47000,24,9000,5,0.0,8.94,0
5112,51000,26,5500,4,3.0,13.49,1
5113,57000,25,5500,4,1.0,10.99,0
5114,51600,26,5500,4,10.0,11.99,1
5115,59000,21,5500,3,1.0,5.42,0
5116,41000,22,10000,3,6.0,13.57,1
5117,60000,22,5500,5,0.0,7.88,0
5118,47000,24,10000,2,5.0,13.79,0
5119,47000,24,12000,4,3.0,12.21,0
5120,41000,25,5000,3,9.0,11.78,1
5121,62000,23,5500,6,7.0,17.49,0
5122,62400,26,5500,1,0.0,9.76,0
5123,41000,24,6600,5,1.0,10.71,1
5124,62472,24,5500,3,2.0,12.73,0
5125,64000,24,5500,3,3.0,10.75,0
5126,72000,24,5500,3,8.0,9.91,0
5127,72996,24,5500,1,2.0,11.49,0
5128,73700,24,5500,6,0.0,14.65,0
5129,90000,26,5525,3,0.0,11.36,0
5130,47110,24,11000,1,0.0,10.99,0
5131,22000,24,5550,1,0.0,12.41,1
5132,24000,23,5550,6,7.0,12.53,0
5133,31000,22,5550,5,5.0,11.36,1
5134,47004,22,5550,6,2.0,7.49,0
5135,47200,21,7000,5,1.0,13.23,0
5136,47211,24,10000,6,8.0,11.83,0
5137,28800,25,5575,1,5.0,6.62,0
5138,41244,22,11500,2,6.0,11.58,1
5139,14400,22,5600,6,1.0,14.59,1
5140,18000,21,5600,4,1.0,18.09,1
5141,47300,26,6000,6,3.0,12.69,0
5142,47300,24,9500,1,5.0,8.49,0
5143,19200,24,5600,2,0.0,8.9,1
5144,19800,24,5600,2,1.0,5.79,1
5145,47412,25,6500,3,0.0,8.59,0
5146,47472,22,20000,6,6.0,11.83,0
5147,24000,24,5600,5,0.0,12.73,0
5148,47484,22,5325,3,0.0,10.62,0
5149,25000,23,5600,5,3.0,11.11,0
5150,25000,21,5600,6,5.0,7.29,0
5151,26000,22,5600,2,0.0,8.0,0
5152,47500,24,12000,2,7.0,9.91,0
5153,47500,22,6000,6,6.0,7.9,0
5154,28000,24,5600,1,0.0,14.12,1
5155,47500,24,13750,5,3.0,11.71,0
5156,30000,21,5600,1,1.0,14.46,1
5157,30000,21,5600,3,3.0,13.61,0
5158,30996,24,5600,5,2.0,7.49,0
5159,47500,24,7000,4,8.0,7.74,0
5160,32000,22,5600,2,3.0,7.9,0
5161,33600,25,5600,5,6.0,9.25,0
5162,47540,22,12250,5,4.0,10.62,0
5163,47580,22,4000,5,6.0,6.62,0
5164,47580,21,14000,3,5.0,6.03,0
5165,29004,25,5600,1,0.0,13.79,1
5166,36000,23,5600,5,1.0,7.9,0
5167,41682,26,18000,2,7.0,13.22,1
5168,47700,25,12375,4,1.0,7.9,0
5169,36276,25,5600,3,0.0,9.99,0
5170,38000,24,5600,2,5.0,6.62,0
5171,47748,22,4500,1,5.0,6.39,0
5172,47760,21,15000,1,2.0,6.03,0
5173,47800,22,1500,1,5.0,13.43,0
5174,47800,22,15000,5,3.0,11.86,0
5175,33000,22,5600,5,0.0,13.23,1
5176,40000,23,5600,3,7.0,13.8,0
5177,40000,25,5600,5,9.0,14.61,0
5178,40800,25,5600,1,9.0,16.77,0
5179,41000,26,5600,2,10.0,15.96,0
5180,42000,25,5600,5,6.0,7.49,0
5181,43860,26,5600,6,6.0,9.63,0
5182,48000,26,11000,2,10.0,13.49,0
5183,39000,22,5600,4,1.0,14.96,1
5184,48000,21,7350,6,5.0,10.65,0
5185,48000,24,2200,6,8.0,15.27,0
5186,47700,24,5600,5,0.0,9.99,0
5187,48000,24,5600,5,7.0,11.14,0
5188,48000,24,5600,1,7.0,10.62,0
5189,50000,23,5600,5,3.0,11.49,0
5190,50000,23,5600,5,0.0,11.03,0
5191,50004,23,5600,3,3.0,10.59,0
5192,51000,26,5600,1,5.0,7.49,0
5193,52000,24,5600,5,2.0,7.29,0
5194,52800,22,5600,3,3.0,7.29,0
5195,54000,24,5600,6,3.0,10.59,0
5196,48000,23,10000,3,7.0,10.65,0
5197,54000,22,5600,6,4.0,9.63,0
5198,48000,23,2400,5,5.0,12.69,0
5199,55692,21,5600,1,5.0,6.62,0
5200,56000,24,5600,3,8.0,6.03,0
5201,56000,26,5600,5,4.0,8.59,0
5202,56000,22,5600,5,6.0,8.32,0
5203,48000,25,23500,5,0.0,13.49,0
5204,48000,22,12000,6,6.0,6.03,0
5205,60000,22,5600,1,6.0,10.65,0
5206,60000,23,5600,1,1.0,7.29,0
5207,60000,21,5600,2,3.0,9.25,0
5208,48000,22,1500,6,0.0,16.29,0
5209,63000,23,5600,2,0.0,8.49,0
5210,60500,24,5600,1,2.0,14.91,1
5211,68515,25,5600,5,2.0,12.61,0
5212,69000,24,5600,6,1.0,9.99,0
5213,48000,22,5000,5,0.0,6.03,0
5214,48000,23,2500,2,7.0,11.71,0
5215,69996,23,5600,6,7.0,13.11,0
5216,70000,25,5600,5,3.0,7.9,0
5217,48000,23,20000,3,7.0,11.71,0
5218,48000,26,13800,6,10.0,13.49,0
5219,70000,22,5600,1,3.0,11.14,0
5220,72000,23,5600,6,7.0,11.12,0
5221,48000,23,10500,6,8.0,7.51,0
5222,48000,23,10000,1,8.0,10.65,0
5223,48000,25,6000,1,0.0,10.65,0
5224,58650,25,5600,5,7.0,14.84,1
5225,79000,23,5600,5,4.0,11.12,0
5226,81600,25,5600,3,2.0,5.99,0
5227,89610,21,5600,2,3.0,6.54,0
5228,48000,23,2500,5,7.0,5.42,0
5229,102552,26,5600,5,10.0,9.99,0
5230,25000,24,5625,2,0.0,12.68,0
5231,48000,25,3500,5,9.0,5.42,0
5232,51000,22,5650,6,6.0,9.91,0
5233,48000,26,2000,1,10.0,10.99,0
5234,48000,25,1400,5,3.0,14.79,0
5235,48000,22,4400,2,6.0,5.99,0
5236,67200,23,5650,3,7.0,13.47,0
5237,11476,24,5700,5,0.0,7.49,1
5238,35000,22,5700,3,1.0,12.99,0
5239,37000,22,5700,3,4.0,5.42,0
5240,48000,22,13000,6,2.0,10.99,0
5241,46000,24,5700,2,8.0,7.66,0
5242,48000,26,5000,3,2.0,8.49,0
5243,52500,26,5700,2,0.0,11.12,0
5244,17000,21,5750,5,3.0,8.9,1
5245,34000,24,5750,6,1.0,10.75,0
5246,48000,24,10000,5,8.0,7.49,0
5247,45900,22,5750,3,3.0,8.94,0
5248,70000,25,5750,6,1.0,8.0,0
5249,48000,22,10000,2,6.0,13.49,0
5250,85000,25,5750,3,9.0,7.29,0
5251,48000,24,4400,6,5.0,5.99,0
5252,147750,25,5750,4,3.0,9.99,0
5253,30900,23,5775,1,1.0,9.63,1
5254,48000,25,3000,6,7.0,11.99,0
5255,120000,24,5775,6,0.0,6.17,0
5256,18000,21,5800,2,2.0,14.72,1
5257,48000,25,3200,6,6.0,6.99,0
5258,20400,22,5800,3,2.0,8.94,0
5259,25000,23,5800,5,0.0,9.91,0
5260,48000,24,4200,5,4.0,11.99,0
5261,48000,23,5000,3,5.0,13.99,0
5262,27000,26,5800,5,1.0,10.65,0
5263,27252,23,5800,6,3.0,13.06,0
5264,48000,26,4000,4,10.0,5.42,0
5265,35020,24,5800,5,0.0,8.32,0
5266,48000,22,4800,6,6.0,8.49,0
5267,41300,22,5800,6,1.0,7.43,0
5268,48000,24,5000,3,4.0,5.99,0
5269,48000,24,3200,1,8.0,5.99,0
5270,48000,25,1000,2,9.0,13.49,0
5271,45000,22,5800,5,3.0,7.88,0
5272,48000,26,8000,1,9.0,10.59,0
5273,42000,23,1800,2,3.0,12.99,1
5274,144000,26,5800,2,0.0,7.29,0
5275,48000,26,3600,6,3.0,13.49,0
5276,12000,23,5825,1,0.0,6.62,1
5277,25000,22,5825,5,4.0,14.27,0
5278,26000,26,5825,5,5.0,14.27,0
5279,42000,23,10500,3,7.0,7.66,1
5280,50000,23,5825,5,8.0,10.65,0
5281,48000,22,4000,1,1.0,9.63,0
5282,48000,23,7000,6,4.0,10.74,0
5283,48000,24,4000,5,4.0,5.42,0
5284,60000,24,5850,6,4.0,7.49,0
5285,48000,25,4800,2,3.0,10.74,0
5286,19200,25,5875,3,5.0,14.11,1
5287,40000,26,5875,6,4.0,12.69,0
5288,49680,26,5875,5,1.0,12.99,0
5289,56000,23,5875,3,3.0,14.54,0
5290,14400,21,5900,3,2.0,12.42,1
5291,23000,24,5900,1,4.0,9.63,0
5292,30000,23,5900,3,5.0,7.88,0
5293,36800,26,5900,1,0.0,10.71,0
5294,34000,25,5925,4,0.0,11.11,1
5295,48000,24,15000,3,2.0,13.06,0
5296,29376,23,5950,6,3.0,7.66,0
5297,48000,24,12000,5,7.0,7.29,0
5298,78000,25,5950,4,3.0,7.29,0
5299,46000,24,5975,3,0.0,14.46,1
5300,12000,22,6000,2,0.0,8.88,1
5301,13440,25,6000,5,3.0,7.49,1
5302,14880,24,6000,3,2.0,10.0,1
5303,15000,22,6000,5,6.0,6.03,1
5304,15000,22,6000,3,3.0,14.59,1
5305,16000,21,6000,6,5.0,9.63,1
5306,48000,24,4800,2,3.0,9.99,0
5307,16800,24,6000,2,2.0,14.84,1
5308,17376,26,6000,6,1.0,10.99,1
5309,48000,26,10000,1,4.0,5.79,0
5310,18000,22,6000,6,2.0,6.62,1
5311,18000,24,6000,1,8.0,12.21,1
5312,18200,22,6000,4,4.0,7.66,1
5313,18996,22,6000,5,4.0,14.74,1
5314,42000,23,2000,3,5.0,15.2,1
5315,48000,22,3500,5,0.0,6.54,0
5316,19000,23,6000,3,2.0,10.59,1
5317,19200,24,6000,3,0.0,10.59,1
5318,19200,25,6000,5,3.0,7.14,1
5319,19200,21,6000,1,0.0,9.88,1
5320,19200,25,6000,4,2.0,13.11,1
5321,48000,22,6500,1,4.0,6.17,0
5322,20000,24,6000,6,8.0,7.14,0
5323,48000,24,17000,4,5.0,6.91,0
5324,48000,24,3000,3,4.0,5.79,0
5325,20400,26,6000,6,0.0,9.99,0
5326,21300,22,6000,2,0.0,15.96,0
5327,48000,23,2550,6,5.0,11.86,0
5328,21600,26,6000,5,3.0,10.59,0
5329,21600,23,6000,5,2.0,14.42,1
5330,21812,25,6000,3,7.0,14.72,0
5331,21996,23,6000,6,6.0,13.47,0
5332,48000,22,9600,5,2.0,11.86,0
5333,22600,21,6000,3,3.0,12.23,0
