ID,Renda Anual,Sexo,Educacao,Estado Civil,Idade,Tempo de Empresa,Situacao
9219,500000,2,2,1,47,7,1
9222,220000,1,1,1,42,8,1
9223,50000,2,1,2,36,17,1
9228,20000,1,3,2,44,5,1
9229,60000,1,1,2,24,15,1
9242,320000,1,1,1,37,13,1
9247,160000,1,2,1,37,16,1
9248,280000,1,1,1,38,16,1
9253,170000,2,2,2,34,13,1
9256,110000,2,1,2,28,17,1
9257,20000,2,3,1,23,3,1
9272,60000,1,1,2,31,14,1
9273,100000,2,2,1,40,9,1
9280,50000,1,2,1,25,13,1
9287,100000,2,1,1,42,14,1
9288,80000,2,2,2,34,19,1
9289,150000,2,1,2,40,12,1
9290,220000,1,2,2,30,4,1
9293,140000,2,2,1,30,16,1
9296,30000,1,2,2,35,1,1
9301,130000,2,1,2,28,16,1
9302,70000,2,1,1,36,19,1
9306,140000,1,2,1,45,16,1
9308,30000,2,2,2,28,11,1
9311,360000,2,2,2,27,6,1
9314,20000,2,2,1,25,10,1
9315,170000,2,1,2,29,19,1
9317,120000,2,2,2,25,16,1
9324,500000,1,2,1,39,16,1
9329,70000,1,2,2,32,12,1
9335,30000,1,1,2,25,8,1
9337,70000,1,1,2,31,13,1
9338,70000,2,2,2,23,15,1
9340,30000,2,2,1,22,16,1
9341,30000,2,2,1,45,14,1
9344,210000,1,2,2,31,2,1
9347,10000,2,2,2,24,16,1
9357,130000,2,1,2,29,15,1
9365,270000,2,2,1,33,8,1
9369,200000,2,1,1,55,4,1
9371,90000,2,2,1,55,15,1
9376,50000,1,2,2,33,6,1
9377,450000,2,1,1,69,8,1
9378,130000,2,2,1,37,10,1
9380,20000,1,3,2,22,16,1
9386,10000,2,3,1,42,19,1
9392,80000,1,2,2,25,14,1
9396,20000,1,2,1,62,9,1
9400,100000,2,3,2,66,6,1
9401,50000,1,2,1,34,6,1
9407,10000,1,2,2,26,12,1
9414,100000,2,1,1,39,11,1
9425,60000,2,1,2,31,13,1
9429,50000,2,2,1,29,15,1
9434,200000,2,2,2,36,2,1
9438,20000,2,2,2,28,16,1
9440,230000,2,2,1,44,17,1
9446,20000,1,1,2,35,7,1
9450,80000,1,2,2,30,4,1
9452,50000,1,2,1,43,11,1
9458,190000,1,2,1,37,18,1
9459,100000,1,2,2,29,1,1
9461,70000,2,2,2,25,1,1
9463,50000,1,2,1,36,15,1
9469,200000,2,1,1,47,17,1
9473,440000,2,2,2,25,19,1
9476,290000,1,1,2,29,15,1
9478,20000,1,1,2,24,16,1
9480,360000,2,1,1,32,16,1
9481,250000,1,1,1,53,11,1
9484,70000,2,3,1,59,12,1
9489,90000,1,3,2,25,6,1
9493,50000,1,3,1,38,18,1
9494,120000,2,2,2,29,16,1
9495,100000,1,3,2,25,15,1
9518,50000,1,2,2,24,10,1
9528,50000,2,2,1,33,10,1
9532,200000,2,2,1,40,1,1
9533,200000,1,2,1,34,14,1
9534,30000,1,2,2,37,13,1
9537,240000,2,2,2,26,5,1
9538,40000,2,2,1,24,8,1
9544,240000,2,3,1,28,12,1
9557,280000,1,2,2,29,13,1
9560,70000,2,2,2,24,8,1
9563,80000,1,1,2,39,9,1
9567,10000,1,3,1,52,3,1
9569,20000,1,2,2,25,11,1
9577,20000,1,2,1,40,8,1
9583,30000,2,3,1,23,7,1
9584,20000,1,1,2,23,18,1
9585,100000,1,2,1,44,8,1
9587,120000,1,1,2,29,13,1
9590,170000,2,1,2,30,16,1
9594,20000,2,1,2,26,14,1
9605,290000,1,1,3,55,7,1
9610,20000,1,2,1,42,16,1
9614,120000,1,1,1,34,16,1
9620,310000,1,1,2,37,8,1
9626,20000,1,3,2,24,19,1
9629,150000,2,1,2,34,11,1
9633,50000,1,3,1,41,19,1
9641,20000,2,2,2,35,10,1
9651,70000,1,2,2,24,19,1
9661,30000,2,3,1,35,10,1
9662,30000,2,2,1,36,14,1
9665,20000,1,2,2,23,19,1
9666,360000,2,1,2,27,9,1
9668,20000,2,2,2,48,11,1
9675,180000,1,1,1,31,19,1
9685,280000,1,2,2,38,2,1
9693,360000,1,1,2,35,14,1
9695,20000,1,3,2,23,2,1
9697,50000,1,2,1,34,5,1
9700,130000,1,2,2,27,9,1
9707,100000,2,3,1,46,15,1
9708,150000,1,2,2,49,18,1
9719,50000,2,2,1,31,4,1
9722,70000,1,2,2,26,9,1
9727,140000,1,2,2,30,8,1
9732,160000,2,2,2,25,8,1
9733,20000,1,1,2,24,17,1
9760,200000,2,3,1,45,9,1
9763,90000,2,1,2,26,13,1
9765,50000,1,1,1,50,18,1
9769,50000,2,3,2,61,12,1
9771,100000,2,2,2,37,17,1
9779,110000,2,2,1,33,13,1
9782,30000,1,1,2,34,18,1
9786,80000,2,2,2,25,13,1
9788,130000,1,1,2,34,1,1
9792,200000,2,2,1,60,9,1
9796,250000,1,2,1,40,16,1
9799,20000,2,1,2,23,11,1
9800,120000,2,2,2,23,6,1
9802,190000,2,1,2,27,15,1
9812,90000,1,3,1,49,19,1
9824,50000,2,3,1,48,13,1
9827,280000,2,1,2,28,15,1
9829,100000,2,2,2,24,2,1
9833,100000,1,3,1,67,2,1
9839,150000,2,2,1,29,4,1
9841,230000,2,2,2,23,13,1
9842,340000,1,1,1,41,13,1
9843,30000,1,2,2,25,14,1
9848,360000,1,1,1,46,1,1
9852,100000,1,2,1,52,5,1
9856,170000,1,1,1,44,2,1
9857,20000,2,1,2,28,18,1
9858,70000,1,3,1,50,5,1
9866,100000,2,3,1,50,19,1
9870,20000,1,3,2,28,2,1
9871,110000,2,1,2,37,18,1
9881,180000,1,1,2,23,2,1
9893,150000,2,1,2,25,10,1
9898,200000,2,2,1,34,13,1
9902,250000,2,1,2,28,2,1
9903,60000,2,2,2,25,12,1
9905,30000,2,3,2,38,16,1
9910,50000,2,3,2,44,1,1
9915,220000,2,5,1,37,2,1
9919,100000,1,2,1,53,16,1
9928,300000,2,1,2,38,7,1
9933,20000,1,2,2,22,14,1
9934,410000,1,1,2,31,10,1
9935,50000,2,2,1,25,11,1
9941,160000,1,1,1,51,7,1
9947,30000,2,2,2,26,7,1
9949,240000,2,2,2,34,13,1
9952,280000,2,2,2,24,10,1
9953,20000,1,1,2,37,8,1
9955,70000,1,1,2,29,1,1
9958,30000,2,2,1,33,19,1
9965,200000,2,1,2,29,4,1
9971,30000,1,2,2,30,7,1
9973,300000,2,1,2,39,3,1
9980,30000,1,1,1,38,2,1
9992,30000,2,2,1,47,18,1
9993,80000,1,2,1,31,11,1
9994,120000,2,2,1,29,16,1
9995,170000,1,2,2,30,2,1
9999,80000,2,2,2,26,8,1
10009,360000,2,1,1,48,11,1
10010,30000,2,1,2,23,9,1
10020,50000,1,1,2,26,5,1
10025,170000,1,2,1,46,5,1
10026,50000,2,2,2,24,14,1
10033,200000,1,2,2,27,2,1
10035,270000,1,3,1,53,15,1
10043,30000,2,1,2,24,18,1
10047,130000,1,2,2,31,17,1
10054,400000,1,1,2,38,11,1
10065,60000,1,2,2,28,10,1
10066,100000,1,1,2,27,6,1
10070,130000,2,2,1,36,10,1
10076,160000,2,1,1,34,17,1
10080,200000,2,1,1,37,3,1
10087,140000,2,1,2,28,17,1
10089,70000,1,3,1,47,9,1
10092,230000,2,2,1,39,5,1
10099,50000,2,2,1,30,14,1
10100,240000,2,1,2,28,5,1
10103,30000,2,2,1,42,8,1
10108,150000,2,1,2,37,13,1
10112,60000,1,1,2,28,3,1
10116,10000,1,2,2,24,18,1
10117,110000,2,3,1,48,7,1
10121,150000,2,3,1,48,9,1
10128,280000,2,1,1,36,7,1
10129,130000,2,2,1,37,12,1
10136,40000,2,1,2,24,8,1
10139,140000,2,2,2,34,12,1
10140,80000,2,2,2,27,19,1
10141,210000,1,2,2,26,7,1
10147,450000,2,1,1,46,15,1
10150,200000,2,2,1,41,13,1
10152,60000,2,2,2,48,18,1
10156,10000,2,1,2,22,15,1
10157,80000,1,1,2,28,17,1
10158,440000,1,1,2,35,17,1
10165,120000,2,3,2,50,6,1
10167,60000,1,2,2,26,11,1
10168,10000,2,2,2,22,2,1
10181,40000,2,2,2,25,5,1
10184,30000,1,2,1,39,19,1
10186,150000,2,3,1,40,14,1
10187,50000,2,1,2,22,13,1
10189,360000,1,3,1,41,5,1
10195,10000,1,3,1,46,2,1
10199,40000,2,2,2,24,8,1
10212,160000,2,2,1,34,17,1
10217,80000,2,3,1,46,2,1
10233,50000,1,2,2,25,19,1
10241,20000,1,3,2,28,13,1
10248,120000,2,2,1,35,11,1
10252,180000,2,3,1,56,13,1
10255,160000,1,2,1,41,9,1
10279,50000,1,2,2,33,19,1
10288,80000,1,2,2,35,13,1
10310,60000,1,2,2,42,7,1
10315,30000,1,3,1,50,11,1
10316,160000,2,1,2,32,8,1
10317,20000,2,3,2,23,15,1
10326,30000,2,2,1,23,4,1
10327,20000,1,2,2,22,1,1
10331,90000,2,1,2,32,16,1
10333,200000,1,2,1,41,17,1
10338,20000,2,2,1,47,18,1
10339,200000,1,1,2,32,7,1
10348,200000,1,3,1,36,1,1
10350,20000,1,1,1,35,11,1
10351,20000,1,2,2,40,2,1
10354,20000,1,2,2,43,15,1
10355,30000,1,2,2,25,1,1
10361,100000,1,1,1,30,12,1
10368,90000,2,2,2,26,1,1
10370,100000,2,2,1,58,17,1
10381,310000,2,1,1,38,10,1
10388,420000,2,1,2,33,11,1
10389,10000,1,2,2,22,11,1
10390,20000,2,2,1,25,9,1
10391,200000,2,2,2,49,11,1
10393,80000,1,3,2,30,18,1
10397,200000,1,1,2,29,4,1
10400,260000,1,1,1,53,12,1
10403,10000,2,2,1,26,5,1
10406,310000,1,1,2,29,15,1
10409,180000,1,2,1,39,4,1
10411,50000,2,1,2,32,17,1
10419,500000,1,1,1,64,14,1
10425,140000,2,2,2,32,17,1
10432,240000,1,1,1,35,17,1
10433,500000,1,1,2,49,18,1
10440,330000,2,2,1,27,17,1
10447,10000,2,2,2,24,9,1
10448,30000,1,1,2,25,2,1
10457,80000,2,3,1,50,6,1
10460,50000,1,2,1,48,12,1
10477,180000,2,1,2,34,10,1
10481,130000,1,1,2,27,3,1
10483,30000,2,1,1,23,16,1
10485,150000,2,2,2,25,3,1
10488,170000,2,1,1,33,10,1
10496,360000,2,2,1,49,13,1
10503,350000,2,2,2,33,18,1
10507,20000,2,2,2,22,19,1
10508,360000,2,1,2,34,13,1
10510,150000,1,2,1,39,17,1
10511,100000,2,1,1,35,10,1
10522,100000,1,2,1,51,15,1
10524,230000,2,2,1,33,13,1
10525,90000,1,2,2,28,5,1
10528,290000,2,1,1,40,12,1
10540,220000,1,2,1,47,8,1
10542,50000,2,2,1,27,8,1
10547,30000,2,3,3,56,14,1
10548,80000,2,1,1,25,3,1
10550,300000,1,2,1,66,9,1
10554,130000,2,1,2,30,14,1
10568,360000,2,1,1,36,1,1
10572,100000,2,3,2,41,5,1
10576,100000,1,1,2,31,17,1
10578,240000,2,1,2,28,11,1
10587,120000,2,3,2,53,10,1
10590,50000,1,2,2,28,3,1
10595,310000,2,1,1,34,10,1
10597,50000,2,2,1,50,7,1
10598,100000,1,3,1,30,1,1
10601,180000,2,3,1,51,10,1
10623,200000,1,2,1,51,16,1
10625,120000,2,3,1,46,14,1
10629,260000,2,1,1,52,12,1
10633,50000,1,1,2,26,17,1
10642,120000,2,3,2,40,10,1
10646,50000,1,3,1,44,7,1
10650,400000,2,1,2,27,11,1
10656,240000,2,2,1,38,3,1
10660,80000,2,2,2,23,17,1
10663,70000,1,1,2,40,9,1
10664,50000,2,1,1,36,17,1
10671,410000,1,2,2,48,13,1
10676,50000,1,2,1,42,10,1
10685,230000,1,3,2,30,15,1
10696,90000,2,2,1,27,10,1
10697,20000,1,1,2,26,8,1
10699,200000,2,1,1,39,18,1
10702,50000,2,2,1,31,14,1
10707,30000,1,2,2,24,8,1
10708,80000,2,2,1,34,12,1
10711,200000,2,1,1,38,2,1
10713,290000,1,2,1,39,4,1
10714,70000,2,2,2,23,7,1
10716,30000,2,3,1,31,10,1
10723,160000,1,3,1,54,3,1
10730,160000,1,3,1,48,3,1
10733,260000,2,5,2,32,14,1
10740,270000,1,2,1,48,4,1
10741,360000,1,2,1,63,15,1
10742,360000,1,2,1,42,6,1
10745,280000,1,1,1,45,3,1
10749,160000,1,2,2,52,19,1
10751,20000,1,2,1,38,8,1
10752,20000,1,2,2,26,18,1
10754,160000,2,2,1,31,13,1
10757,50000,1,2,2,22,11,1
10762,180000,1,1,2,27,8,1
10763,50000,1,2,1,53,12,1
10769,500000,1,1,1,41,14,1
10776,100000,2,2,1,39,10,1
10793,100000,2,1,1,44,5,1
10794,210000,1,2,1,30,7,1
10802,50000,1,3,2,36,10,1
10803,450000,2,1,2,30,19,1
10804,100000,1,2,1,41,7,1
10815,90000,1,1,2,27,16,1
10816,10000,1,2,1,24,14,1
10819,200000,2,1,1,27,7,1
10823,140000,2,1,2,27,6,1
10831,10000,1,2,2,22,10,1
10834,80000,2,2,1,51,5,1
10842,40000,2,2,1,36,19,1
10843,50000,2,3,1,50,3,1
10847,160000,1,1,2,37,5,1
10851,210000,1,2,1,33,17,1
10853,80000,2,2,2,23,18,1
10854,120000,2,1,2,28,17,1
10860,360000,1,2,1,38,5,1
10862,110000,2,2,2,29,15,1
10870,50000,1,2,2,28,8,1
10871,80000,1,2,1,37,13,1
10874,60000,1,2,1,46,4,1
10875,150000,2,3,2,60,6,1
10876,400000,1,1,1,40,2,1
10877,300000,2,1,2,36,16,1
10891,110000,2,1,1,32,14,1
10896,630000,2,1,2,29,16,1
10908,150000,1,1,2,30,1,1
10911,220000,2,2,1,53,15,1
10913,10000,2,2,1,40,4,1
10915,120000,1,1,1,45,4,1
10921,500000,2,1,2,32,8,1
10924,160000,1,2,1,52,2,1
10929,240000,2,2,2,27,14,1
10937,180000,2,2,1,29,4,1
10943,60000,2,3,1,42,18,1
10945,500000,2,1,2,41,8,1
10949,180000,1,3,1,39,3,1
10950,60000,2,1,2,24,16,1
10959,320000,2,1,2,27,9,1
10963,230000,2,2,1,46,16,1
10964,60000,2,1,2,28,11,1
10969,200000,1,1,2,34,10,1
10971,60000,1,2,1,37,10,1
10978,90000,2,2,1,34,14,1
10980,50000,1,2,1,44,3,1
10989,260000,2,1,1,28,13,1
10995,230000,2,1,2,32,17,1
10999,30000,2,2,1,22,11,1
11006,20000,1,2,1,35,15,1
11011,450000,2,1,2,38,5,1
11020,360000,2,2,1,37,19,1
11027,50000,1,1,2,25,16,1
11029,210000,1,2,2,24,13,1
11031,20000,1,2,2,24,4,1
11032,20000,2,2,1,37,2,1
11034,30000,2,1,2,22,17,1
11035,30000,2,3,1,38,16,1
11037,20000,1,2,1,33,1,1
11038,150000,1,1,2,32,19,1
11041,400000,2,1,2,32,13,1
11044,120000,1,1,1,34,18,1
11045,220000,2,1,1,43,13,1
11053,130000,1,2,1,53,7,1
11056,50000,2,2,2,32,1,1
11057,220000,2,1,2,27,5,1
11061,380000,1,1,1,39,17,1
11062,70000,1,2,1,45,7,1
11063,120000,2,1,1,32,16,1
11064,80000,2,3,1,52,3,1
11073,80000,1,2,2,27,19,1
11075,260000,2,2,1,43,7,1
11079,470000,1,3,2,37,16,1
11081,360000,1,1,2,31,18,1
11084,360000,2,2,2,34,2,1
11090,240000,1,2,1,41,14,1
11096,220000,2,3,1,37,9,1
11106,490000,1,1,1,45,6,1
11114,90000,2,2,1,37,4,1
11116,270000,2,1,2,31,6,1
11127,50000,2,2,2,31,18,1
11132,150000,2,2,2,23,1,1
11148,500000,2,1,2,41,4,1
11152,10000,1,2,1,58,3,1
11171,130000,2,2,2,24,2,1
11172,70000,1,2,1,37,12,1
11180,140000,2,1,1,33,19,1
11187,180000,1,2,2,30,15,1
11206,130000,2,3,1,32,4,1
11207,200000,1,2,1,28,3,1
11212,130000,1,2,2,26,7,1
11213,130000,2,3,1,57,14,1
11218,30000,2,2,1,31,15,1
11225,50000,1,3,2,46,11,1
11230,20000,1,1,1,50,7,1
11231,230000,2,1,1,39,11,1
11235,210000,2,1,2,30,5,1
11246,500000,1,1,1,40,16,1
11247,180000,2,1,1,37,15,1
11249,60000,2,2,1,48,18,1
11251,150000,2,2,1,25,6,1
11259,250000,1,2,1,38,19,1
11267,70000,2,2,1,34,17,1
11271,20000,1,2,2,34,6,1
11277,100000,1,2,1,42,10,1
11278,340000,2,1,1,49,14,1
11283,50000,1,3,1,47,3,1
11285,280000,2,1,1,32,12,1
11293,140000,2,2,1,37,17,1
11294,120000,2,1,2,33,14,1
11296,130000,2,1,2,30,18,1
11297,60000,2,2,2,29,19,1
11300,260000,2,3,1,41,18,1
11302,20000,1,2,2,43,2,1
11303,80000,1,1,1,34,7,1
11304,210000,2,1,2,30,18,1
11306,50000,1,2,1,31,1,1
11315,50000,1,3,2,30,11,1
11320,50000,2,2,1,32,1,1
11325,70000,1,2,2,29,15,1
11334,20000,2,1,2,24,13,1
11335,210000,2,3,1,42,9,1
11339,50000,2,2,2,25,6,1
11341,170000,2,2,2,56,12,1
11343,20000,1,2,1,41,6,1
11344,50000,1,2,2,27,2,1
11346,20000,2,2,1,28,5,1
11355,20000,2,3,2,25,3,1
11360,90000,2,1,2,42,15,1
11362,130000,1,1,1,29,7,1
11368,200000,2,1,1,34,18,1
11369,180000,2,3,1,63,17,1
11382,360000,2,2,1,46,4,1
11388,200000,2,1,1,35,17,1
11389,10000,1,3,2,41,2,1
11393,140000,1,2,1,37,5,1
11398,290000,2,1,1,35,4,1
11399,140000,1,1,2,43,7,1
11418,130000,1,3,2,24,15,1
11421,230000,2,2,1,36,10,1
11425,40000,2,3,1,39,9,1
11428,120000,1,2,1,27,8,1
11430,380000,1,1,2,33,2,1
11432,80000,2,2,1,49,13,1
11433,80000,2,2,1,31,19,1
11436,20000,2,2,2,23,13,1
11437,200000,2,2,1,43,16,1
11441,230000,2,2,2,29,13,1
11443,50000,1,3,1,54,10,1
11452,50000,2,3,1,47,1,1
11453,50000,1,2,2,39,1,1
11462,210000,2,1,2,46,6,1
11463,10000,2,2,2,22,13,1
11465,30000,2,2,1,22,15,1
11468,20000,1,3,1,45,10,1
11472,20000,2,2,2,23,9,1
11473,20000,1,1,2,29,3,1
11474,70000,1,2,1,26,19,1
11478,50000,1,2,2,28,11,1
11485,30000,2,1,2,23,4,1
11498,250000,1,1,1,42,7,1
11503,360000,2,1,2,43,13,1
11517,100000,1,2,1,35,18,1
11520,10000,1,1,3,46,15,1
11538,360000,1,1,2,35,12,1
11540,150000,2,2,1,39,19,1
11544,260000,1,1,1,36,3,1
11545,300000,2,2,1,34,14,1
11550,80000,1,1,2,39,11,1
11555,150000,1,1,1,42,1,1
11560,240000,2,2,1,28,15,1
11562,240000,2,2,1,38,7,1
11569,430000,1,2,1,46,10,1
11571,200000,1,2,2,30,10,1
11577,20000,1,2,1,31,13,1
11579,280000,2,2,1,30,11,1
11582,80000,1,3,1,27,13,1
11586,90000,2,2,1,47,15,1
11590,30000,1,2,2,26,18,1
11602,150000,2,3,1,35,8,1
11616,50000,2,2,2,26,18,1
11617,30000,2,3,2,52,6,1
11618,110000,1,1,2,32,18,1
11622,90000,2,2,1,38,16,1
11623,90000,2,2,2,25,4,1
11626,140000,1,2,2,28,13,1
11637,50000,1,2,2,27,5,1
11640,30000,2,3,2,24,6,1
11642,20000,1,1,2,39,17,1
11644,80000,2,1,1,34,7,1
11650,290000,1,2,1,48,12,1
11651,490000,1,1,1,54,9,1
11654,30000,2,1,2,23,6,1
11659,60000,1,2,2,26,2,1
11661,80000,2,2,1,39,14,1
11662,30000,2,2,2,23,4,1
11666,200000,2,2,2,34,9,1
11667,150000,1,2,1,48,15,1
11672,110000,1,1,1,56,7,1
11682,100000,1,2,2,29,7,1
11684,50000,1,2,1,50,1,1
11688,290000,2,2,2,39,5,1
11697,200000,2,3,1,28,19,1
11698,240000,2,2,1,35,18,1
11702,130000,2,3,2,24,14,1
11705,30000,2,3,1,22,18,1
11707,170000,1,1,1,41,2,1
11714,50000,1,2,2,29,18,1
11716,60000,1,1,2,28,17,1
11717,100000,1,2,2,34,12,1
11718,120000,1,2,2,28,7,1
11719,20000,1,1,2,24,4,1
11720,70000,2,1,2,29,3,1
11726,300000,1,2,2,42,3,1
11728,130000,2,3,1,26,18,1
11737,260000,2,1,2,28,15,1
11739,120000,2,2,1,30,9,1
11740,300000,2,1,1,47,12,1
11741,20000,1,2,2,36,7,1
11745,220000,1,1,2,51,13,1
11746,110000,2,1,1,37,19,1
11750,50000,2,2,1,45,2,1
11752,130000,2,1,1,38,12,1
11764,20000,1,2,1,33,13,1
11768,280000,2,2,2,33,18,1
11770,130000,1,5,1,44,4,1
11776,10000,2,2,2,27,7,1
11780,120000,1,2,2,29,7,1
11788,300000,1,1,1,51,4,1
11794,30000,2,3,3,26,7,1
11795,10000,1,2,2,42,19,1
11797,290000,1,2,1,44,18,1
11803,90000,2,1,2,27,12,1
11806,80000,2,3,1,40,9,1
11808,200000,2,1,2,32,12,1
11814,120000,1,2,2,34,7,1
11826,210000,1,1,2,30,6,1
11828,50000,2,2,2,30,8,1
11830,30000,2,3,2,24,17,1
11831,60000,1,2,1,35,5,1
11838,30000,1,2,2,29,18,1
11851,80000,1,2,1,28,19,1
11855,70000,2,2,1,27,16,1
11863,180000,2,2,2,26,16,1
11871,210000,2,1,2,48,14,1
11905,10000,1,2,2,21,8,1
11907,100000,2,2,2,25,15,1
11908,130000,2,3,1,43,17,1
11914,20000,2,2,2,24,11,1
11938,360000,1,1,2,34,3,1
11939,140000,1,3,1,43,9,1
11947,30000,2,2,1,25,4,1
11953,200000,1,1,1,37,3,1
11955,150000,1,2,2,28,13,1
11960,30000,2,3,1,35,5,1
11963,220000,2,2,1,43,7,1
11964,360000,2,1,2,56,5,1
11965,160000,2,2,1,42,2,1
11969,70000,2,2,1,28,17,1
11971,30000,1,2,1,47,10,1
11972,20000,1,2,2,34,5,1
11981,230000,2,3,2,30,18,1
11982,200000,2,2,1,51,12,1
11985,470000,2,1,2,30,19,1
11988,20000,1,3,1,36,14,1
11996,180000,1,1,2,28,19,1
12000,20000,1,2,2,30,3,1
12003,80000,2,3,1,53,1,1
12006,20000,1,2,1,46,1,1
12007,180000,2,1,1,38,5,1
12010,230000,2,1,1,31,2,1
12016,100000,2,2,1,36,13,1
12018,50000,2,2,1,47,8,1
12019,260000,1,2,1,64,12,1
12022,80000,1,3,1,52,10,1
12025,90000,2,2,2,28,17,1
12027,20000,2,2,3,52,8,1
12030,50000,1,2,2,35,2,1
12031,50000,1,2,2,37,17,1
12040,20000,1,2,2,49,3,1
12054,50000,1,3,1,55,9,1
12055,80000,2,2,1,60,12,1
12067,70000,2,3,1,53,11,1
12068,20000,1,3,1,53,9,1
12069,180000,1,1,2,38,2,1
12071,140000,2,1,1,41,3,1
12073,120000,1,1,1,36,4,1
12084,30000,2,2,2,42,4,1
12085,60000,1,1,2,27,1,1
12086,420000,1,2,1,34,17,1
12108,200000,1,2,1,36,13,1
12122,40000,1,2,2,27,4,1
12124,120000,2,2,2,43,6,1
12129,50000,1,2,3,46,18,1
12132,70000,2,2,2,23,12,1
12139,50000,2,1,2,25,8,1
12143,70000,2,2,2,25,17,1
12152,30000,1,2,1,51,5,1
12153,20000,2,2,2,24,15,1
12156,50000,1,1,2,25,2,1
12160,20000,1,2,1,38,7,1
12163,120000,1,2,1,31,11,1
12170,120000,2,3,1,58,12,1
12172,370000,1,2,2,30,4,1
12175,80000,1,1,2,29,6,1
12177,50000,1,3,1,53,4,1
12189,100000,1,2,1,30,9,1
12192,10000,2,3,1,55,13,1
12195,40000,1,1,2,25,14,1
12197,20000,1,2,2,35,11,1
12198,240000,2,2,1,41,16,1
12202,50000,1,2,1,25,12,1
12206,240000,2,1,2,30,12,1
12212,60000,1,2,1,40,18,1
12217,280000,2,2,1,39,19,1
12223,30000,1,1,2,36,17,1
12224,70000,2,3,2,43,16,1
12225,80000,1,2,2,28,13,1
12235,110000,1,2,1,30,7,1
12236,20000,2,2,1,36,11,1
12237,140000,1,1,1,49,5,1
12239,20000,2,2,2,22,12,1
12240,200000,2,2,2,29,5,1
12244,550000,2,1,2,34,17,1
12250,500000,2,3,2,35,17,1
12256,120000,2,2,2,28,19,1
12269,110000,2,2,2,25,17,1
12275,40000,2,2,2,23,15,1
12279,20000,1,3,1,47,2,1
12282,50000,1,1,1,37,19,1
12284,210000,2,1,2,34,1,1
12293,130000,2,2,2,26,14,1
12297,420000,1,1,1,32,8,1
12298,100000,2,1,2,22,18,1
12303,90000,2,3,2,38,17,1
12308,320000,2,3,2,40,19,1
12310,20000,2,3,1,23,19,1
12319,20000,2,1,2,27,15,1
12323,120000,2,2,2,25,7,1
12330,60000,2,1,2,36,9,1
12334,60000,2,2,2,23,7,1
12345,30000,2,2,1,53,10,1
12346,50000,2,2,1,29,12,1
12347,190000,2,1,2,28,12,1
12353,360000,2,2,1,35,15,1
12363,50000,2,2,2,32,9,1
12368,90000,1,1,1,34,11,1
12370,20000,2,2,2,42,3,1
12372,40000,2,2,1,28,4,1
12375,20000,2,2,2,39,6,1
12376,140000,1,2,2,44,3,1
12382,500000,2,1,2,35,5,1
12385,330000,2,1,2,27,15,1
12387,10000,2,1,1,39,8,1
12389,450000,2,2,1,37,19,1
12392,230000,2,2,1,37,15,1
12393,30000,2,3,1,47,4,1
12395,20000,1,3,2,45,12,1
12403,270000,2,2,1,40,14,1
12404,60000,2,2,2,38,9,1
12407,160000,2,1,2,33,5,1
12409,80000,1,2,1,30,8,1
12417,60000,1,2,2,27,19,1
12431,20000,1,2,2,24,6,1
12436,280000,2,1,2,28,18,1
12445,200000,2,1,2,29,6,1
12451,40000,2,1,2,24,4,1
12452,290000,1,2,2,34,1,1
12454,60000,2,2,2,22,12,1
12457,370000,2,3,1,37,10,1
12466,210000,1,3,1,44,3,1
12482,80000,2,3,2,26,15,1
12490,260000,2,1,1,44,8,1
12491,50000,2,2,1,34,14,1
12494,30000,1,2,1,33,14,1
12495,290000,2,1,3,29,1,1
12496,50000,1,1,2,26,18,1
12498,200000,1,1,2,34,15,1
12504,200000,2,1,1,46,16,1
12509,150000,2,1,1,52,8,1
12516,30000,1,2,2,28,3,1
12517,50000,2,3,2,50,15,1
12519,390000,1,1,2,26,18,1
12520,100000,2,2,2,27,1,1
12521,200000,1,1,2,33,15,1
12526,327680,1,3,2,42,16,1
12527,100000,2,2,1,42,2,1
12537,150000,2,3,1,24,8,1
12540,250000,2,3,1,49,9,1
12542,290000,1,1,1,38,3,1
12551,160000,1,1,2,53,19,1
12553,70000,1,1,1,42,1,1
12554,90000,2,2,2,27,7,1
12556,150000,2,1,2,30,18,1
12557,20000,2,2,1,21,10,1
12563,270000,2,3,1,37,11,1
12565,400000,1,2,2,29,15,1
12569,200000,2,1,2,40,4,1
12574,10000,2,3,1,49,10,1
12577,50000,2,2,2,25,8,1
12588,10000,1,2,2,27,19,1
12589,30000,2,3,1,44,7,1
12593,70000,2,2,1,27,7,1
12594,60000,2,3,2,47,6,1
12598,150000,2,2,1,30,1,1
12604,100000,1,1,1,46,16,1
12607,100000,1,1,2,27,15,1
12609,10000,1,2,1,30,17,1
12610,50000,2,1,1,54,11,1
12616,200000,2,1,1,34,9,1
12620,30000,2,2,1,41,1,1
12623,170000,2,2,1,37,9,1
12628,340000,2,2,2,32,13,1
12638,100000,1,1,3,48,9,1
12639,280000,1,1,2,31,13,1
12645,70000,2,2,1,33,8,1
12656,350000,2,1,2,24,10,1
12664,10000,1,3,2,28,8,1
12668,210000,2,1,1,37,9,1
12669,500000,1,1,2,42,4,1
12674,430000,2,2,1,42,1,1
12677,200000,1,3,1,36,15,1
12682,80000,1,2,1,29,3,1
12704,50000,2,2,2,22,15,1
12706,10000,2,2,2,22,19,1
12718,260000,2,1,1,46,17,1
